,quality,bake temp,chill time,calories,density,bake time,weight
4040,9,350,23.0,117.0,0.99172,11.94,12.6
4041,7,690,22.0,108.0,0.9934,9.2,12.2
4042,9,350,45.0,123.0,0.98949,12.6,13.4
4043,8,470,35.0,111.0,0.99445,10.4,12.4
4044,7,510,59.0,173.0,0.998,9.9,13.8
4045,7,330,40.0,107.0,0.98918,12.4,11.6
4046,5,690,35.0,104.0,0.9963200000000001,9.5,14.6
4047,5,890,17.0,40.0,0.99803,9.5,16.6
4048,8,240,56.0,177.0,0.9928,11.5,14.4
4049,8,300,30.0,117.0,0.992,12.2,15.4
4050,7,380,42.0,119.0,0.9924,11.0,11.8
4051,7,480,49.0,147.0,0.99482,10.8,12.6
4052,4,870,12.0,67.0,0.99565,9.4,14.0
4053,5,770,21.0,127.0,0.9976,9.4,16.4
4054,6,820,24.0,94.0,0.99744,9.7,14.2
4055,8,540,9.0,72.0,0.9941,9.1,17.2
4056,6,950,17.0,43.0,0.9982200000000001,10.4,17.2
4057,8,420,16.0,85.0,0.9906,12.4,13.6
4058,8,470,52.0,242.0,0.9952,10.5,13.6
4059,6,590,7.0,11.0,0.99331,11.5,14.6
4060,5,1240,21.0,58.0,0.9997,10.2,13.6
4061,7,490,38.0,173.0,0.99335,9.3,14.8
4062,8,440,43.0,160.0,0.9949,10.6,12.8
4063,9,380,9.0,34.0,0.9911,12.7,11.8
4064,7,460,8.0,110.0,0.9966,9.4,13.2
4065,6,740,15.0,24.0,0.9943799999999999,11.2,13.6
4066,7,490,31.0,149.0,0.99677,10.3,14.8
4067,7,470,18.0,87.0,0.9962799999999999,10.6,16.4
4068,8,410,62.0,150.0,0.99508,10.0,15.0
4069,9,460,50.0,181.0,0.9925,11.0,14.2
4070,8,400,25.0,136.0,0.995,9.5,14.0
4072,8,420,37.0,144.0,0.99518,10.2,14.0
4073,8,330,17.0,51.0,0.9932,9.4,12.4
4074,8,450,36.0,147.0,0.9944,9.7,10.8
4075,8,590,28.0,99.0,0.9967,10.0,15.6
4076,6,710,11.0,32.0,0.99646,11.6,12.4
4077,9,480,32.0,111.0,0.99455,11.0,13.4
4078,8,310,21.0,57.0,0.99115,11.0,11.6
4079,6,640,40.0,54.0,0.995,10.7,12.0
4080,5,800,8.0,25.0,0.99746,10.5,13.2
4081,7,440,31.0,109.0,0.9949,9.4,14.4
4082,8,450,35.0,140.0,0.9904,12.0,15.6
4083,8,440,62.0,240.0,0.9969,9.2,14.2
4084,5,870,26.0,72.0,0.99645,11.0,14.8
4085,7,500,56.0,189.0,0.99308,9.6,12.0
4086,7,1260,49.0,199.0,0.99711,9.4,15.0
4087,8,400,45.0,215.0,0.9965,9.2,15.2
4088,5,810,10.0,37.0,0.99685,11.0,13.8
4089,10,320,19.0,86.0,0.98934,13.4,12.4
4090,8,330,45.0,142.0,0.9898399999999999,12.7,11.8
4091,8,630,39.0,184.0,0.9969,9.2,15.4
4092,8,390,36.0,110.0,0.99008,12.0,13.0
4093,8,470,42.0,111.0,0.9989600000000001,8.9,12.0
4094,6,810,17.0,87.0,0.99745,9.7,14.2
4095,9,560,33.0,168.0,0.99825,8.7,14.8
4096,8,400,31.0,117.0,0.99815,9.2,15.4
4097,10,270,39.0,96.0,0.99035,12.6,13.2
4098,8,330,20.0,57.0,0.9910899999999999,11.0,16.6
4099,10,300,29.0,118.0,0.9890000000000001,12.8,7.8
4101,7,440,53.0,202.0,0.9954799999999999,9.5,13.2
4102,8,340,12.0,88.0,0.99016,13.0,13.4
4103,5,760,7.0,32.0,0.9966799999999999,9.6,15.8
4104,4,840,6.0,12.0,0.99672,9.7,15.0
4105,7,360,17.0,73.0,0.99,12.33333333,10.2
4106,6,960,20.0,53.0,0.9962,11.0,14.2
4107,7,760,47.0,154.0,0.9967,9.0,13.6
4108,8,580,55.0,194.0,0.9979,9.0,14.4
4109,8,510,46.0,142.0,0.9928,10.1,12.6
4110,8,550,49.0,188.0,0.9974,9.7,14.8
4111,7,440,57.0,220.0,0.99775,9.3,13.6
4112,8,330,38.0,67.0,0.98954,11.5,12.0
4113,8,430,17.0,67.0,0.9918,10.3,11.2
4114,8,300,26.0,108.0,0.9938799999999999,10.7,12.4
4115,8,560,33.0,95.0,0.99702,9.4,13.2
4116,8,510,33.0,118.0,0.99835,9.0,13.2
4117,9,560,33.0,168.0,0.99825,8.7,14.8
4118,7,320,63.0,148.0,0.99185,11.2,12.0
4119,7,660,27.0,128.0,0.9934,9.3,12.0
4120,7,430,11.0,73.0,0.9938,11.6,18.0
4121,6,870,21.0,43.0,0.9964,10.5,15.2
4122,7,610,12.0,120.0,0.99192,10.4,14.4
4123,5,900,4.0,11.0,0.99745,9.55,17.4
4124,6,780,10.0,28.0,0.9960899999999999,9.9,14.4
4127,8,460,29.0,92.0,0.9903299999999999,11.3,12.0
4128,6,300,10.0,102.0,0.993,11.6,13.8
4129,6,740,9.0,25.0,0.9958,9.5,13.6
4130,9,370,24.0,88.0,0.9909399999999999,10.65,11.8
4131,7,450,49.0,155.0,0.9975,8.7,14.2
4132,8,1320,42.0,127.0,0.9934,9.1,13.6
4133,5,950,25.0,99.0,0.995,10.1,15.0
4134,8,250,17.0,76.0,0.9910399999999999,11.0,13.4
4135,8,400,37.0,117.0,0.99182,11.3,12.6
4136,7,420,45.0,153.0,0.9972,8.8,12.8
4137,8,440,12.0,87.0,0.9923,10.5,14.0
4138,8,460,26.0,164.0,0.9979,8.8,12.0
4139,5,750,10.0,28.0,0.9978,10.4,20.4
4140,8,470,36.0,117.0,0.9945,9.6,13.4
4142,8,510,17.0,149.0,0.9984,9.4,13.2
4144,8,440,52.0,152.0,0.9975,8.7,14.2
4145,8,340,29.0,81.0,0.99151,12.5,13.4
4146,5,910,18.0,77.0,0.9992200000000001,9.4,18.4
4147,5,770,8.0,20.0,0.9985200000000001,11.0,23.0
4148,8,340,20.0,126.0,0.9918,10.6,14.8
4149,7,400,61.0,248.0,0.9979399999999999,9.7,13.4
4150,9,1300,58.0,140.0,0.9927,9.3,13.2
4151,6,350,6.0,81.0,0.99234,9.5,12.4
4153,9,440,48.0,143.0,0.9912,12.4,13.2
4154,8,470,29.0,91.0,0.99251,9.9,14.0
4155,7,500,43.0,163.0,0.9999,9.2,15.2
4156,8,420,63.0,123.0,0.9905200000000001,11.4,12.0
4157,8,360,41.0,191.0,0.9929399999999999,11.0,13.2
4158,9,380,42.0,111.0,0.9918899999999999,11.9,12.8
4159,7,500,52.0,204.0,0.998,8.8,14.2
4160,8,410,64.0,174.0,0.995,10.1,13.2
4161,8,430,61.0,132.0,0.9954200000000001,9.1,12.6
4162,8,440,30.0,140.0,0.9962,9.1,12.8
4163,6,950,5.0,77.0,0.9974700000000001,9.1,16.4
4165,8,400,18.0,56.0,0.9908399999999999,12.4,15.2
4166,9,540,53.0,143.0,0.99287,11.0,13.6
4167,8,290,21.0,63.0,0.9907600000000001,12.5,14.4
4168,9,210,22.0,121.0,0.9889,12.7,13.4
4169,9,290,12.0,93.0,0.99054,12.8,13.2
4170,8,550,51.0,170.0,1.0004,8.9,16.8
4171,7,560,26.0,111.0,0.9956,9.5,14.2
4172,6,660,15.0,58.0,0.9947,11.8,15.4
4173,8,510,11.0,137.0,0.9918,11.0,16.6
4174,5,780,6.0,23.0,0.9957,11.2,15.2
4175,6,650,8.0,17.0,0.99774,10.5,18.2
4176,8,580,42.0,206.0,0.9946,12.3,11.6
4177,5,900,16.0,63.0,0.9965,9.6,16.8
4178,9,510,39.0,122.0,0.9905799999999999,11.3,12.8
4179,7,390,10.0,108.0,0.9924299999999999,10.0,11.0
4180,8,470,30.0,90.0,0.99164,11.2,13.6
4181,8,390,19.0,124.0,0.99539,10.6,12.8
4182,10,300,56.0,140.0,0.9904200000000001,12.5,12.2
4183,7,530,34.0,149.0,0.99472,9.8,12.6
4184,7,450,45.0,213.0,0.9991,9.2,15.4
4185,8,690,28.0,160.0,0.9954,9.8,14.0
4186,6,740,21.0,49.0,0.9974,9.8,12.8
4187,8,420,24.0,72.0,0.9908,12.6,11.2
4188,6,680,17.0,31.0,0.9932799999999999,12.4,14.2
4189,7,440,62.0,163.0,0.9976,8.8,13.6
4190,5,1590,15.0,75.0,0.9998,9.4,20.6
4191,5,740,13.0,38.0,0.9974799999999999,9.8,14.8
4192,8,550,15.0,170.0,0.99605,9.9,15.0
4193,7,460,58.0,176.0,0.99454,10.4,12.4
4194,6,790,8.0,62.0,0.997,9.3,13.4
4195,7,460,52.0,171.0,0.9953700000000001,9.6,13.8
4196,8,190,23.5,72.0,0.99041,11.8,13.6
4197,5,750,19.0,66.0,0.99718,9.5,15.2
4198,8,440,29.0,157.0,0.9931200000000001,10.6,15.4
4199,8,630,35.0,92.0,0.9911,12.2,12.6
4200,7,780,25.0,42.0,0.9953,12.6,17.4
4201,6,340,23.0,111.0,0.99405,10.2,14.2
4202,9,430,21.0,114.0,0.9938,10.7,13.6
4203,8,410,20.0,119.0,0.9929600000000001,11.2,13.8
4204,5,890,23.0,147.0,0.99636,9.7,15.4
4205,9,290,27.0,87.0,0.9903,12.6,14.4
4206,7,330,59.0,186.0,0.99754,9.4,13.8
4207,5,980,25.0,129.0,0.9972,9.0,16.2
4208,7,420,19.0,127.0,0.9953,10.4,14.8
4209,5,870,18.0,72.0,1.0001,9.7,18.8
4210,7,310,30.0,93.0,0.9917,11.4,16.4
4211,8,440,23.0,103.0,0.9932,10.5,15.8
4212,8,500,26.0,180.0,0.99884,9.1,15.0
4213,7,500,20.0,93.0,0.9934,9.9,11.4
4214,7,910,20.0,49.0,0.9976,10.6,17.4
4215,8,300,33.0,122.0,0.99044,11.9,11.4
4216,5,840,21.0,75.0,0.9987,9.7,18.0
4217,9,310,41.0,167.0,0.9948,11.3,15.4
4218,9,270,28.0,87.0,0.9919,11.3,15.6
4219,7,410,60.0,168.0,0.99659,9.8,13.6
4220,7,370,61.5,182.0,0.99808,8.8,14.8
4221,8,530,39.0,148.0,0.9927,9.4,13.8
4222,6,1060,5.0,12.0,0.99605,11.4,15.0
4223,7,440,11.0,77.0,0.9956,9.7,14.2
4224,6,800,13.0,35.0,0.9972,9.0,16.2
4225,8,500,35.0,154.0,0.9958100000000001,10.4,14.6
4226,7,500,24.0,108.0,0.9940000000000001,9.5,16.6
4227,8,520,56.0,152.0,0.99398,10.5,12.0
4228,8,420,44.0,99.0,0.9891200000000001,12.2,11.6
4229,9,450,69.0,152.0,0.9917799999999999,11.0,10.8
4230,5,720,11.0,73.0,0.9963,9.3,16.4
4231,6,600,19.0,72.0,0.9954299999999999,11.8,17.6
4232,8,430,47.0,168.0,0.9994,8.8,14.0
4233,7,490,57.0,205.0,0.9974799999999999,9.3,15.2
4234,9,500,25.0,135.0,0.9984,8.7,14.8
4235,8,350,21.0,126.0,0.9933,10.2,15.0
4236,7,510,77.0,194.0,0.9976,8.7,14.8
4237,6,1230,3.0,8.0,0.9964200000000001,11.9,22.6
4238,8,540,59.0,140.0,0.99545,10.2,11.2
4239,8,410,43.0,188.0,0.9928,9.6,13.0
4240,7,360,4.0,117.0,0.9903200000000001,12.2,12.4
4241,8,550,58.0,135.0,0.9968,9.9,15.2
4242,9,400,41.0,192.0,0.9922,10.4,13.0
4243,8,470,43.0,154.0,0.9934,11.1,15.2
4244,6,1320,17.0,44.0,0.99734,11.5,21.8
4246,7,420,58.0,166.0,0.99855,9.4,16.4
4247,7,570,39.0,167.0,0.9980399999999999,9.2,12.4
4248,7,560,34.0,176.0,0.99434,9.5,15.2
4249,8,500,26.0,134.0,0.9939,9.8,12.0
4250,8,490,54.0,133.0,0.9952,10.7,12.4
4251,7,500,23.0,86.0,0.99398,9.0,14.0
4252,5,620,5.0,14.0,0.9971,10.6,19.8
4253,6,690,13.0,74.0,0.9958,9.9,15.2
4254,8,510,29.0,122.0,0.9904799999999999,11.3,10.8
4255,6,560,14.0,28.0,0.9936200000000001,12.4,11.8
4256,6,970,7.0,31.0,0.9976,9.3,17.4
4257,9,450,21.0,98.0,0.9924,10.0,14.6
4258,8,430,46.0,110.0,0.99118,10.8,14.0
4259,9,420,26.0,105.0,0.98962,12.4,13.2
4260,8,560,68.0,143.0,0.9983,9.2,15.2
4261,8,320,19.0,78.0,0.99036,12.9,13.2
4262,7,520,49.0,142.0,0.9946,9.2,13.0
4263,7,440,31.0,170.0,0.99644,11.2,14.2
4265,8,480,30.0,161.0,0.9986,9.5,13.4
4266,8,380,40.0,153.0,0.9911,11.3,11.6
4267,8,600,41.0,132.0,0.9935,11.3,14.4
4268,8,400,70.0,230.0,0.9955799999999999,9.8,16.2
4269,8,490,62.0,162.5,0.9984,9.1,14.6
4270,6,760,29.0,40.0,0.99574,11.0,12.6
4271,4,1140,3.0,9.0,0.9971899999999999,10.3,14.4
4272,5,820,27.0,51.0,0.99634,10.4,14.2
4273,9,380,29.0,132.0,0.9945,10.6,16.8
4274,7,440,60.0,196.0,0.9956200000000001,9.4,13.2
4275,9,340,48.0,136.0,0.9899,12.6,13.8
4276,6,480,4.0,11.0,0.9944799999999999,10.8,12.4
4277,10,140,44.0,137.0,0.9898399999999999,13.0,13.0
4278,7,530,45.0,149.0,0.99545,9.3,12.4
4279,8,360,74.0,184.0,0.9909600000000001,11.0,12.4
4280,9,310,20.0,89.0,0.98956,12.0,12.4
4281,8,430,21.0,182.0,0.9927,10.8,13.8
4282,8,400,45.0,215.0,0.9965,9.2,15.2
4283,5,760,22.0,53.0,0.9957,9.3,13.2
4284,7,540,62.0,227.0,0.99734,10.4,13.2
4285,8,330,20.0,57.0,0.9910899999999999,11.0,16.6
4286,8,380,22.0,101.0,0.9901,11.4,13.8
4287,6,930,19.0,98.0,0.99815,9.5,18.0
4288,8,380,28.0,99.0,0.9928,10.6,14.6
4289,8,520,57.0,222.0,0.9979,9.3,12.6
4290,8,370,40.0,146.0,0.99326,11.5,13.6
4291,8,500,64.0,227.0,0.9979,9.6,13.8
4292,9,370,37.0,107.0,0.99006,12.0,13.2
4293,9,420,14.0,64.0,0.9901200000000001,11.8,14.6
4294,8,280,7.0,46.0,0.99175,10.9,13.6
4295,9,440,36.0,152.0,0.9932,12.0,13.8
4296,8,1560,49.0,106.0,0.99354,9.2,12.8
4297,5,1000,6.0,12.0,0.99521,11.0,15.2
4298,7,530,45.0,149.0,0.99545,9.3,12.4
4299,7,540,32.0,126.0,1.0002,9.7,16.6
4300,7,640,53.0,77.0,0.9960399999999999,11.0,17.2
4301,9,370,18.0,102.0,0.9923,11.4,13.6
4302,7,560,29.0,183.0,0.9959399999999999,9.4,13.8
4303,5,780,14.0,104.0,0.9976,9.4,16.4
4304,9,430,38.0,167.0,0.99954,9.1,13.8
4305,7,310,30.0,93.0,0.9917,11.4,16.4
4306,7,500,35.0,144.0,0.9999,8.8,14.0
4307,7,370,45.0,156.0,0.9918399999999999,10.7,11.0
4308,8,440,63.0,212.0,0.99526,9.7,13.2
4309,9,350,14.0,88.0,0.99031,13.0,12.2
4310,8,500,24.0,90.0,0.99556,9.8,14.0
4311,6,810,32.0,79.0,0.9964,11.0,16.8
4312,10,290,37.0,100.0,0.9905,11.8,10.6
4313,8,600,22.0,184.0,0.99711,9.8,12.4
4314,8,250,14.0,153.0,0.9928,10.5,13.2
4315,8,400,70.0,230.0,0.9955799999999999,9.8,16.2
4316,8,440,39.0,110.0,0.99855,9.0,11.4
4317,7,530,17.0,126.0,0.9943,9.1,12.0
4318,8,440,25.0,78.0,0.9931,10.2,13.2
4319,9,280,22.0,98.0,0.99072,11.1,12.2
4320,8,530,26.0,106.0,0.99166,11.1,14.4
4321,8,590,52.0,181.0,0.9984,9.8,13.2
4322,8,410,49.0,123.0,0.9914,11.1,16.2
4323,8,520,53.0,247.0,0.9984,9.3,13.0
4324,6,330,14.0,122.0,0.9941,10.3,16.0
4325,6,860,24.0,69.0,0.99556,10.1,14.0
4326,8,430,33.0,144.0,0.9936,9.1,13.0
4327,7,330,28.0,124.0,0.99684,9.5,12.2
4328,9,290,41.0,102.0,0.98916,12.7,11.8
4329,9,470,16.0,81.0,0.98988,13.4,13.6
4330,9,270,11.0,100.0,0.98964,13.2,11.2
4332,5,790,7.0,34.0,0.9978799999999999,10.5,16.6
4333,5,820,27.0,51.0,0.99634,10.4,14.2
4334,8,430,50.0,188.0,0.99318,10.8,12.4
4335,8,700,33.0,172.0,0.9971,9.1,14.4
4336,9,340,37.0,156.0,0.9958,11.8,15.2
4337,4,670,28.0,48.0,0.9957600000000001,10.0,14.6
4338,7,460,64.0,179.0,0.9982,8.9,15.4
4339,9,490,12.0,136.0,0.9922,11.6,14.0
4340,7,360,46.0,172.0,0.9966,10.2,17.6
4341,9,380,17.0,98.0,0.99018,13.0,13.2
4342,8,600,14.0,169.0,0.9925200000000001,11.6,13.6
4343,6,680,34.0,102.0,0.9941399999999999,12.8,14.4
4345,6,730,10.0,26.0,0.9984,10.2,18.6
4346,7,420,29.0,197.0,0.998,9.7,16.8
4347,8,540,33.0,99.0,0.9924,10.8,13.8
4348,8,440,37.0,181.0,0.998,9.5,21.4
4349,9,430,63.0,146.0,0.99066,11.2,12.6
4350,7,330,55.0,144.0,0.99208,10.0,13.2
4351,8,460,49.0,212.0,0.9962,11.9,12.6
4352,7,360,7.0,49.0,0.9924200000000001,10.3,16.2
4353,7,480,35.0,150.0,0.9916799999999999,11.2,16.0
4354,8,330,36.0,111.0,0.98918,12.4,13.2
4355,6,770,11.0,40.0,0.9978,10.0,16.6
4356,5,930,51.0,77.5,0.9955799999999999,9.5,13.2
4357,8,370,18.0,115.0,0.9904,12.6,11.2
4358,9,310,40.0,99.0,0.9896,12.8,11.6
4359,9,480,40.0,170.0,0.9938,10.0,12.0
4360,8,230,49.0,87.0,0.9906200000000001,11.1,16.2
4361,8,380,52.0,163.0,0.9952,10.6,16.4
4362,8,450,53.0,243.0,0.9982,8.5,12.8
4363,6,860,5.0,14.0,0.9950200000000001,11.5,15.2
4364,8,400,24.0,125.0,0.9917,10.5,12.4
4365,9,310,46.0,145.0,0.9897,12.4,10.4
4366,8,310,33.0,93.0,0.9909399999999999,11.2,15.2
4367,6,440,17.0,117.0,0.9962,10.4,14.8
4368,5,760,16.0,112.0,0.9976,9.4,16.6
4369,10,360,39.0,124.0,0.9912299999999999,12.4,13.4
4370,8,520,51.0,149.0,0.99544,10.4,13.6
4371,7,310,8.0,97.0,0.9918,11.1,15.0
4372,7,420,45.0,148.0,0.9978600000000001,8.7,12.8
4373,8,460,34.0,84.0,0.9902,11.45,15.0
4374,5,660,27.0,55.0,0.99655,9.3,15.2
4375,9,380,30.0,83.0,0.98867,12.8,13.4
4376,8,570,50.0,185.0,0.9978,9.6,13.8
4377,7,690,31.0,157.0,0.9962,9.1,12.8
4378,7,450,36.0,139.0,0.99534,9.3,18.8
4379,8,570,48.0,224.0,0.9981,9.0,11.8
4380,10,360,30.0,124.0,0.9908,12.2,14.2
4381,9,580,50.0,134.0,0.9998,9.1,14.6
4382,8,450,24.0,126.0,0.99234,10.9,13.6
4383,8,450,53.0,154.0,0.9975200000000001,10.4,13.2
4384,9,190,18.0,68.0,0.9906,11.4,11.0
4385,9,380,29.0,132.0,0.99426,11.8,11.8
4386,8,350,32.0,83.0,0.9928,11.5,14.0
4387,7,410,66.0,188.0,0.9979399999999999,9.3,15.4
4388,8,550,41.0,103.0,0.9953200000000001,10.5,13.6
4389,7,530,32.0,141.0,0.9981,9.3,13.2
4390,6,1050,22.0,37.0,0.9966,10.6,13.8
4391,8,350,57.0,137.0,0.9973200000000001,8.9,13.2
4392,6,470,17.0,138.0,0.995,10.8,16.4
4394,8,500,31.0,100.0,0.992,10.8,14.8
4395,8,630,36.0,87.0,0.9914,10.8,12.2
4396,7,460,30.0,140.0,0.9929899999999999,11.0,13.2
4397,7,460,22.0,121.0,0.9946799999999999,10.8,14.8
4398,9,500,16.0,84.0,0.9936,9.8,16.0
4399,8,460,35.0,133.0,0.99466,10.0,14.6
4400,6,410,16.0,46.0,0.9925799999999999,12.5,10.8
4402,9,590,36.0,174.0,0.9963,11.1,13.8
4403,9,420,34.0,101.0,0.99384,10.5,14.8
4404,7,450,54.0,0.0,0.99572,9.1,12.4
4405,8,400,60.0,171.0,0.9990000000000001,9.1,14.2
4406,9,260,31.0,85.0,0.9901399999999999,11.3,12.0
4407,9,270,27.0,117.0,0.9888600000000001,13.0,10.4
4408,7,420,9.0,60.0,0.9915,10.6,15.4
4409,6,460,29.0,80.0,0.9902,13.6,10.0
4411,8,620,17.0,140.0,0.9913799999999999,11.1,11.6
4413,8,300,34.0,118.0,0.9954,9.4,9.8
4414,9,270,23.0,75.0,0.9908,11.4,13.0
4415,6,410,70.0,189.0,0.9976,8.6,14.4
4416,8,350,53.0,134.0,0.99567,10.6,12.6
4417,6,740,9.0,23.0,0.9963799999999999,12.0,21.0
4418,8,370,46.0,139.0,0.99116,11.6,15.4
4419,7,280,20.0,111.0,0.9922799999999999,10.0,12.4
4420,5,700,27.0,73.0,0.99669,9.2,12.8
4421,5,710,21.0,47.0,0.9963200000000001,9.4,14.2
4422,5,850,19.0,49.0,0.9958,9.5,13.8
4423,7,350,40.0,131.0,0.9958,10.8,16.0
4424,8,300,29.0,144.0,0.99474,10.7,12.2
4425,8,630,48.0,191.0,0.9978,9.0,14.6
4426,6,540,34.0,189.0,0.9979,9.0,12.2
4427,6,600,37.0,162.0,0.9983,9.0,12.8
4429,7,460,35.0,178.0,0.99313,10.53333333,12.4
4431,8,470,64.5,218.5,0.9934,9.7,13.6
4433,10,260,50.0,151.0,0.9927,12.7,16.0
4434,7,600,18.0,75.0,0.9936,10.7,15.0
4435,5,770,5.0,13.0,0.9976,10.4,18.0
4436,7,400,21.0,116.0,0.99736,9.2,12.8
4437,9,360,41.0,98.0,0.99,11.9,13.0
4438,8,490,22.0,93.0,0.9928,11.0,12.0
4439,8,460,6.0,41.0,0.99665,10.9,14.4
4440,8,530,32.0,211.0,0.99587,10.4,14.2
4441,8,300,28.0,122.0,0.98926,13.0,13.4
4442,5,920,10.0,19.0,0.9966,9.6,14.6
4443,8,450,48.0,195.0,0.9954,11.0,15.8
4444,8,480,47.0,159.0,0.99282,11.0,12.4
4445,8,380,69.0,192.0,0.9957299999999999,10.2,12.8
4446,7,1260,49.0,199.0,0.99711,9.4,15.0
4447,8,330,33.0,156.0,0.991,12.8,15.6
4448,9,280,27.0,87.0,0.9936,11.4,14.0
4449,8,440,54.0,177.0,0.9991,8.9,13.2
4450,6,840,13.0,29.0,0.9959,9.9,15.8
4451,8,400,60.0,171.0,0.9990000000000001,9.1,14.2
4452,7,310,36.0,135.0,0.9938,10.5,13.2
4453,5,920,20.0,88.0,0.99918,9.4,20.0
4454,5,790,11.0,39.0,0.9968,9.6,15.0
4455,9,390,46.0,108.0,0.9934,11.9,16.8
4456,8,560,26.0,105.0,0.9954,9.6,14.4
4457,10,350,26.0,155.0,0.9925,12.3,13.8
4458,8,360,56.0,153.0,0.9978,8.9,15.4
4459,8,540,36.0,146.0,0.9948,9.2,11.8
4460,5,580,10.0,29.0,0.9962,9.8,16.4
4461,9,480,32.0,111.0,0.99455,11.0,13.4
4462,9,350,39.0,138.0,0.991,11.7,14.8
4463,8,290,31.0,132.0,0.98895,12.4,10.8
4464,8,410,20.0,97.0,0.99246,11.4,13.8
4466,9,290,25.0,93.0,0.9874200000000001,13.6,10.8
4467,9,330,23.0,120.0,0.99334,10.3,14.4
4468,8,410,25.0,143.0,0.9914,11.3,12.0
4469,8,480,36.0,108.0,0.9939,10.2,13.8
4470,5,500,5.0,11.0,0.9962,9.5,13.6
4471,7,450,26.0,105.0,0.99469,9.3,11.4
4472,10,320,26.0,74.0,0.9888899999999999,13.0,14.6
4473,10,450,24.0,126.0,0.9942,12.2,14.0
4474,10,390,41.0,98.0,0.99564,9.8,14.0
4475,7,560,45.0,191.0,0.9952700000000001,9.5,12.8
4476,6,760,8.0,23.0,0.9974,9.6,16.6
4477,9,350,24.0,79.0,0.9905299999999999,11.4,13.0
4478,7,490,25.0,155.0,0.9929600000000001,10.0,11.2
4479,8,230,19.0,87.0,0.9902,12.7,13.6
4480,8,550,49.0,188.0,0.9974,9.7,14.8
4481,7,380,35.0,157.0,0.9945,9.9,13.4
4482,7,520,48.0,197.0,0.9955799999999999,9.5,13.4
4483,8,420,14.0,59.0,0.9922,10.5,18.4
4484,8,250,38.0,107.0,0.99306,11.9,16.6
4485,8,310,47.0,194.0,0.99692,9.6,15.6
4486,9,340,10.0,53.0,0.98815,13.5,11.2
4487,8,470,5.0,133.0,0.993,11.4,13.6
4488,7,670,24.0,131.0,0.9972700000000001,9.3,13.8
4489,5,800,31.0,131.0,0.9962200000000001,9.9,15.6
4491,5,340,5.0,57.0,0.99256,10.4,15.2
4492,8,760,19.0,92.0,0.9913799999999999,12.5,16.4
4493,9,340,19.0,102.0,0.99121,11.3,13.6
4494,7,520,4.0,10.0,0.99356,12.8,16.4
4495,7,640,12.0,25.0,0.99516,11.7,18.2
4496,8,270,23.0,112.0,0.9931,11.4,14.8
4497,8,460,31.0,95.0,0.9882200000000001,13.6,12.4
4498,7,180,18.0,72.0,0.9926,10.4,17.6
4499,7,500,53.0,189.0,0.9966,8.6,13.0
4500,7,310,23.0,90.0,0.9944,10.4,15.4
4501,8,330,25.0,85.0,0.9908600000000001,11.7,13.4
4502,7,420,11.0,71.0,0.9926,10.6,17.4
4503,5,590,15.0,31.0,0.9966,11.0,20.0
4504,8,470,20.0,101.0,0.9914,11.1,13.6
4505,7,450,57.0,159.0,0.99666,9.2,12.6
4506,7,480,39.0,177.0,0.9921200000000001,10.56666667,13.0
4507,7,570,35.0,208.0,0.9973,10.2,13.6
4508,6,1230,15.0,33.0,0.9953799999999999,11.3,13.6
4509,5,780,19.0,59.0,0.9961200000000001,10.2,16.0
4510,8,480,41.0,161.0,0.99256,10.5,12.6
4511,8,460,17.0,77.0,0.99319,10.3,12.2
4512,8,360,63.0,147.0,0.99126,10.7,15.2
4513,8,480,30.0,149.0,0.9936,9.2,14.4
4514,7,390,53.0,141.0,0.99206,10.1,13.4
4515,8,280,44.0,111.0,0.99272,12.4,14.6
4516,7,340,56.0,122.0,0.9906,11.9,13.2
4517,8,450,61.0,204.0,0.9954299999999999,10.1,16.0
4518,8,420,33.0,93.0,0.9914,11.1,12.8
4519,7,430,70.0,154.0,0.9927299999999999,10.5,13.6
4520,9,340,45.0,152.0,0.9921,11.6,12.6
4521,5,660,34.0,182.0,0.9968,8.5,18.2
4522,8,300,11.0,103.0,0.99106,11.1,13.8
4523,9,420,27.0,160.0,0.9931,10.6,11.8
4524,7,540,37.0,183.0,0.99474,10.3,14.4
4525,7,520,55.0,230.0,0.9949,9.8,11.6
4526,8,450,71.0,162.0,0.9914,11.0,16.0
4527,9,380,48.0,203.0,0.9958,9.7,13.0
4528,7,370,23.0,131.0,0.9944,10.1,12.8
4529,7,570,17.0,117.0,0.9928,10.5,14.4
4530,9,410,37.0,144.0,0.98944,12.8,12.0
4531,7,580,14.0,167.0,0.9940000000000001,9.9,15.6
4532,8,500,33.0,137.0,0.9929,10.5,14.8
4533,7,460,54.0,168.0,0.9978,10.1,12.8
4534,7,1170,40.0,240.0,0.9938,9.3,13.4
4535,7,360,7.0,77.0,0.9939,11.7,16.8
4536,7,520,46.0,169.0,0.9926,10.5,14.2
4537,7,570,45.0,149.0,0.9999,8.6,14.6
4538,8,450,30.0,131.0,0.9942,10.9,15.0
4539,7,440,13.0,98.0,0.99345,9.2,12.4
4540,9,480,25.0,157.0,0.9913299999999999,11.1,13.8
4541,7,360,6.0,117.0,0.9938,10.7,15.8
4542,8,440,38.0,180.0,0.98924,11.9,9.6
4543,7,1170,61.0,183.0,0.99459,9.5,12.8
4544,4,580,4.0,8.0,0.9972,9.1,15.8
